Timestamp,Numero Timestamp,Indice,Media (°C),Mediana (°C),95° Perc. (°C),99° Perc. (°C),Massimo (°C),Soglia (°C),Media > Soglia,Mediana > Soglia,95° Perc. > Soglia,99° Perc. > Soglia,Massimo > Soglia,Data,Heat Wave
2023-08-23T13:00:00.000000000,23684,Heat Index,35.20311737060547,37.38251876831055,42.50308361053467,43.24023952484131,44.66581726074219,40.6,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T13:00:00.000000000,23684,Humidex,37.27444839477539,40.636505126953125,45.522511100769044,46.287761726379394,47.69721984863281,45.0,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T13:00:00.000000000,23684,Lethal Heat Stress Index,24.51998519897461,26.185272216796875,27.84000358581543,28.223165016174317,28.962696075439453,27.0,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T13:00:00.000000000,23684,UTCI,36.43635940551758,39.75038146972656,44.625090980529784,45.24329509735107,46.431705474853516,46.0,no,no,no,no,si,2023-08-23,heat wave
2023-08-23T13:00:00.000000000,23684,WBGT,24.843441009521484,26.791942596435547,29.280894660949706,29.704560813903807,30.454383850097656,30.0,no,no,no,no,si,2023-08-23,heat wave
2023-08-23T14:00:00.000000000,23685,Heat Index,35.309688568115234,37.54429626464844,42.79282360076904,43.50188968658448,44.76531219482422,40.6,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T14:00:00.000000000,23685,Humidex,37.300498962402344,40.783390045166016,45.77619590759277,46.46937969207764,47.771522521972656,45.0,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T14:00:00.000000000,23685,Lethal Heat Stress Index,24.45707893371582,26.165285110473633,27.785707569122316,28.074929656982423,28.513330459594727,27.0,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T14:00:00.000000000,23685,UTCI,36.540863037109375,39.978485107421875,45.106814002990724,45.7153178024292,46.78143310546875,46.0,no,no,no,no,si,2023-08-23,heat wave
2023-08-23T14:00:00.000000000,23685,WBGT,24.837549209594727,26.848697662353516,29.386561107635494,29.74751600265503,30.400714874267578,30.0,no,no,no,no,si,2023-08-23,heat wave
2023-08-23T15:00:00.000000000,23686,Heat Index,35.01609420776367,37.20536804199219,42.5692081451416,43.08782199859619,44.30488586425781,40.6,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T15:00:00.000000000,23686,Humidex,36.85367202758789,40.567344665527344,45.524398231506346,46.05731620788574,47.29447555541992,45.0,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T15:00:00.000000000,23686,Lethal Heat Stress Index,24.23921012878418,26.015453338623047,27.669022941589354,27.980852813720702,28.446840286254883,27.0,no,no,si,si,si,2023-08-23,heat wave
2023-08-23T15:00:00.000000000,23686,UTCI,36.108543395996094,39.6157341003418,45.08988609313965,45.655004539489745,46.7657356262207,46.0,no,no,no,no,si,2023-08-23,heat wave
2023-08-23T15:00:00.000000000,23686,WBGT,24.583066940307617,26.740720748901367,29.243653297424316,29.537680130004883,30.138362884521484,30.0,no,no,no,no,si,2023-08-23,heat wave
2023-08-24T13:00:00.000000000,23690,Heat Index,35.28435516357422,36.85125732421875,43.24571838378906,44.064367103576664,45.6351203918457,40.6,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T13:00:00.000000000,23690,Humidex,37.4631462097168,40.453643798828125,46.46902999877929,47.29026374816895,48.77174377441406,45.0,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T13:00:00.000000000,23690,Lethal Heat Stress Index,24.887577056884766,26.462890625,28.838748741149903,29.30077302932739,30.196338653564453,27.0,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T13:00:00.000000000,23690,UTCI,35.94639587402344,38.825584411621094,44.13637580871582,44.737198219299316,46.173728942871094,46.0,no,no,no,no,si,2023-08-24,heat wave
2023-08-24T13:00:00.000000000,23690,WBGT,24.988651275634766,26.75536346435547,29.880817794799803,30.312188301086426,31.086700439453125,30.0,no,no,no,si,si,2023-08-24,heat wave
2023-08-24T14:00:00.000000000,23691,Heat Index,35.37852478027344,36.86030960083008,43.46715755462647,44.20335693359375,46.49247741699219,40.6,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T14:00:00.000000000,23691,Humidex,37.33741760253906,40.48584747314453,46.58875331878662,47.361384811401365,49.53014373779297,45.0,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T14:00:00.000000000,23691,Lethal Heat Stress Index,24.68626594543457,26.251480102539062,28.664205741882324,29.152391452789306,30.457304000854492,27.0,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T14:00:00.000000000,23691,UTCI,36.08679962158203,38.99359893798828,44.78894691467285,45.349835815429685,46.2571907043457,46.0,no,no,no,no,si,2023-08-24,heat wave
2023-08-24T14:00:00.000000000,23691,WBGT,24.88587760925293,26.733463287353516,29.913658237457273,30.3111279296875,31.459518432617188,30.0,no,no,no,si,si,2023-08-24,heat wave
2023-08-24T15:00:00.000000000,23692,Heat Index,35.11458969116211,36.71510314941406,43.19173126220703,43.899732398986814,45.419677734375,40.6,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T15:00:00.000000000,23692,Humidex,36.77033996582031,40.27014923095703,46.308254432678225,47.05703834533691,48.507965087890625,45.0,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T15:00:00.000000000,23692,Lethal Heat Stress Index,24.336843490600586,25.97018051147461,28.477583122253417,29.151491699218752,30.274513244628906,27.0,no,no,si,si,si,2023-08-24,heat wave
2023-08-24T15:00:00.000000000,23692,UTCI,35.746421813964844,38.88951110839844,44.772474670410155,45.33668380737305,46.007747650146484,46.0,no,no,no,no,si,2023-08-24,heat wave
2023-08-24T15:00:00.000000000,23692,WBGT,24.546634674072266,26.634323120117188,29.761272716522218,30.174917812347413,30.923343658447266,30.0,no,no,no,si,si,2023-08-24,heat wave
